position,Frequency_Hz,Magnitude_dB,Phase_deg,Color,STI,STI_Degradation_%
TheHub-Chair1,1590.39,0.05,-108.53,#2ca02c,0.84,11.09
TheHub-Chair1,1596.19,-0.72,-108.79,#2ca02c,0.84,11.09
TheHub-Chair1,1602.0,-0.19,-109.04,#2ca02c,0.84,11.09
TheHub-Chair1,1607.84,-0.47,-109.3,#2ca02c,0.84,11.09
TheHub-Chair1,1613.7,-0.12,-109.56,#2ca02c,0.84,11.09
TheHub-Chair1,1619.58,0.21,-109.82,#2ca02c,0.84,11.09
TheHub-Chair1,1625.48,-0.17,-110.08,#2ca02c,0.84,11.09
TheHub-Chair1,1631.41,-0.43,-110.34,#2ca02c,0.84,11.09
TheHub-Chair1,1637.35,-0.44,-110.6,#2ca02c,0.84,11.09
TheHub-Chair1,1643.32,1.56,-110.86,#2ca02c,0.84,11.09
TheHub-Chair1,1649.31,0.36,-111.12,#2ca02c,0.84,11.09
TheHub-Chair1,1655.32,-0.67,-111.38,#2ca02c,0.84,11.09
TheHub-Chair1,1661.35,-0.38,-111.64,#2ca02c,0.84,11.09
TheHub-Chair1,1667.4,0.81,-111.9,#2ca02c,0.84,11.09
TheHub-Chair1,1673.48,-0.13,-112.17,#2ca02c,0.84,11.09
TheHub-Chair1,1679.58,0.05,-112.43,#2ca02c,0.84,11.09
TheHub-Chair1,1685.7,0.35,-112.69,#2ca02c,0.84,11.09
TheHub-Chair1,1691.84,0.14,-112.95,#2ca02c,0.84,11.09
TheHub-Chair1,1698.01,-0.2,-113.21,#2ca02c,0.84,11.09
TheHub-Chair1,1704.2,-0.51,-113.47,#2ca02c,0.84,11.09
TheHub-Chair1,1710.41,0.16,-113.74,#2ca02c,0.84,11.09
TheHub-Chair1,1716.64,-0.78,-114.0,#2ca02c,0.84,11.09
TheHub-Chair1,1722.9,-0.56,-114.26,#2ca02c,0.84,11.09
TheHub-Chair1,1729.17,-0.09,-114.52,#2ca02c,0.84,11.09
TheHub-Chair1,1735.48,0.52,-114.78,#2ca02c,0.84,11.09
TheHub-Chair1,1741.8,-0.81,-115.04,#2ca02c,0.84,11.09
TheHub-Chair1,1748.15,-0.97,-115.31,#2ca02c,0.84,11.09
TheHub-Chair1,1754.52,0.32,-115.57,#2ca02c,0.84,11.09
TheHub-Chair1,1760.91,-0.48,-115.83,#2ca02c,0.84,11.09
TheHub-Chair1,1767.33,-0.83,-116.09,#2ca02c,0.84,11.09
TheHub-Chair1,1773.77,-0.33,-116.35,#2ca02c,0.84,11.09
TheHub-Chair1,1780.23,-0.36,-116.61,#2ca02c,0.84,11.09
TheHub-Chair1,1786.72,0.42,-116.87,#2ca02c,0.84,11.09
TheHub-Chair1,1793.23,-0.42,-117.13,#2ca02c,0.84,11.09
TheHub-Chair1,1799.77,0.46,-117.39,#2ca02c,0.84,11.09
TheHub-Chair1,1806.33,-0.54,-117.65,#2ca02c,0.84,11.09
TheHub-Chair1,1812.91,-0.83,-117.91,#2ca02c,0.84,11.09
TheHub-Chair1,1819.52,-0.48,-118.17,#2ca02c,0.84,11.09
TheHub-Chair1,1826.15,-0.49,-118.43,#2ca02c,0.84,11.09
TheHub-Chair1,1832.8,0.52,-118.68,#2ca02c,0.84,11.09
TheHub-Chair1,1839.48,0.19,-118.94,#2ca02c,0.84,11.09
TheHub-Chair1,1846.18,-0.55,-119.2,#2ca02c,0.84,11.09
TheHub-Chair1,1852.91,0.34,-119.45,#2ca02c,0.84,11.09
TheHub-Chair1,1859.66,0.36,-119.71,#2ca02c,0.84,11.09
TheHub-Chair1,1866.44,0.47,-119.97,#2ca02c,0.84,11.09
TheHub-Chair1,1873.24,0.1,-120.22,#2ca02c,0.84,11.09
TheHub-Chair1,1880.07,0.3,-120.47,#2ca02c,0.84,11.09
TheHub-Chair1,1886.92,0.02,-120.73,#2ca02c,0.84,11.09
TheHub-Chair1,1893.8,0.58,-120.98,#2ca02c,0.84,11.09
TheHub-Chair1,1900.7,0.37,-121.23,#2ca02c,0.84,11.09
TheHub-Chair1,1907.62,0.4,-121.48,#2ca02c,0.84,11.09
TheHub-Chair1,1914.58,0.19,-121.73,#2ca02c,0.84,11.09
TheHub-Chair1,1921.55,0.4,-121.98,#2ca02c,0.84,11.09
TheHub-Chair1,1928.56,0.46,-122.23,#2ca02c,0.84,11.09
TheHub-Chair1,1935.58,0.1,-122.48,#2ca02c,0.84,11.09
TheHub-Chair1,1942.64,-0.62,-122.73,#2ca02c,0.84,11.09
TheHub-Chair1,1949.72,0.79,-122.97,#2ca02c,0.84,11.09
TheHub-Chair1,1956.82,0.3,-123.22,#2ca02c,0.84,11.09
TheHub-Chair1,1963.95,-0.86,-123.46,#2ca02c,0.84,11.09
TheHub-Chair1,1971.11,0.31,-123.7,#2ca02c,0.84,11.09
TheHub-Chair1,1978.29,-0.12,-123.94,#2ca02c,0.84,11.09
TheHub-Chair1,1985.5,-0.11,-124.18,#2ca02c,0.84,11.09
TheHub-Chair1,1992.74,-0.24,-124.42,#2ca02c,0.84,11.09
TheHub-Chair1,2000.0,0.89,-124.66,#2ca02c,0.84,11.09
TheHub-Chair1,2007.29,0.61,-124.9,#2ca02c,0.84,11.09
TheHub-Chair1,2014.6,0.33,-125.13,#2ca02c,0.84,11.09
TheHub-Chair1,2021.94,0.06,-125.37,#2ca02c,0.84,11.09
TheHub-Chair1,2029.31,0.21,-125.6,#2ca02c,0.84,11.09
TheHub-Chair1,2036.71,0.27,-125.83,#2ca02c,0.84,11.09
TheHub-Chair1,2044.13,0.68,-126.06,#2ca02c,0.84,11.09
TheHub-Chair1,2051.58,0.03,-126.29,#2ca02c,0.84,11.09
TheHub-Chair1,2059.06,1.14,-126.52,#2ca02c,0.84,11.09
TheHub-Chair1,2066.56,0.39,-126.74,#2ca02c,0.84,11.09
TheHub-Chair1,2074.09,0.75,-126.96,#2ca02c,0.84,11.09
TheHub-Chair1,2081.65,0.38,-127.19,#2ca02c,0.84,11.09
TheHub-Chair1,2089.24,1.74,-127.41,#2ca02c,0.84,11.09
TheHub-Chair1,2096.85,1.66,-127.63,#2ca02c,0.84,11.09
TheHub-Chair1,2104.49,1.35,-127.84,#2ca02c,0.84,11.09
TheHub-Chair1,2112.16,0.09,-128.06,#2ca02c,0.84,11.09
TheHub-Chair1,2119.86,0.08,-128.27,#2ca02c,0.84,11.09
TheHub-Chair1,2127.58,1.6,-128.48,#2ca02c,0.84,11.09
TheHub-Chair1,2135.33,1.41,-128.69,#2ca02c,0.84,11.09
TheHub-Chair1,2143.12,1.28,-128.9,#2ca02c,0.84,11.09
TheHub-Chair1,2150.93,-0.01,-129.11,#2ca02c,0.84,11.09
TheHub-Chair1,2158.76,1.44,-129.31,#2ca02c,0.84,11.09
TheHub-Chair1,2166.63,2.03,-129.51,#2ca02c,0.84,11.09
TheHub-Chair1,2174.53,1.05,-129.71,#2ca02c,0.84,11.09
TheHub-Chair1,2182.45,1.25,-129.91,#2ca02c,0.84,11.09
TheHub-Chair1,2190.41,0.76,-130.1,#2ca02c,0.84,11.09
TheHub-Chair1,2198.39,2.0,-130.3,#2ca02c,0.84,11.09
TheHub-Chair1,2206.4,2.58,-130.49,#2ca02c,0.84,11.09
TheHub-Chair1,2214.44,1.95,-130.67,#2ca02c,0.84,11.09
TheHub-Chair1,2222.51,2.0,-130.86,#2ca02c,0.84,11.09
TheHub-Chair1,2230.61,2.15,-131.04,#2ca02c,0.84,11.09
TheHub-Chair1,2238.74,2.39,-131.23,#2ca02c,0.84,11.09
TheHub-Chair1,2246.9,2.53,-131.4,#2ca02c,0.84,11.09
TheHub-Chair1,2255.08,2.32,-125.2,#2ca02c,0.84,11.09
TheHub-Chair1,2263.3,2.33,-118.32,#2ca02c,0.84,11.09
TheHub-Chair1,2271.55,2.21,-107.52,#2ca02c,0.84,11.09
TheHub-Chair1,2279.83,2.74,-93.92,#2ca02c,0.84,11.09
TheHub-Chair1,2288.14,2.14,-80.95,#2ca02c,0.84,11.09
TheHub-Chair1,2296.47,2.71,-73.25,#2ca02c,0.84,11.09
TheHub-Chair1,2304.84,2.51,-74.13,#2ca02c,0.84,11.09
TheHub-Chair1,2313.24,3.3,-83.37,#2ca02c,0.84,11.09
TheHub-Chair1,2321.67,2.44,-97.29,#2ca02c,0.84,11.09
TheHub-Chair1,2330.13,2.17,-111.17,#2ca02c,0.84,11.09
TheHub-Chair1,2338.62,2.89,-121.76,#2ca02c,0.84,11.09
TheHub-Chair1,2347.15,3.88,-128.27,#2ca02c,0.84,11.09
TheHub-Chair1,2355.7,4.03,-133.49,#2ca02c,0.84,11.09
TheHub-Chair1,2364.28,3.4,-133.63,#2ca02c,0.84,11.09
TheHub-Chair1,2372.9,3.59,-133.77,#2ca02c,0.84,11.09
TheHub-Chair1,2381.55,3.4,-133.9,#2ca02c,0.84,11.09
TheHub-Chair1,2390.23,4.16,-134.04,#2ca02c,0.84,11.09
TheHub-Chair1,2398.94,4.34,-134.17,#2ca02c,0.84,11.09
TheHub-Chair1,2407.68,4.98,-134.29,#2ca02c,0.84,11.09
TheHub-Chair1,2416.45,3.83,-134.41,#2ca02c,0.84,11.09
TheHub-Chair1,2425.26,4.77,-134.53,#2ca02c,0.84,11.09
TheHub-Chair1,2434.1,2.89,-134.65,#2ca02c,0.84,11.09
TheHub-Chair1,2442.97,3.71,-134.76,#2ca02c,0.84,11.09
TheHub-Chair1,2451.87,3.47,-134.87,#2ca02c,0.84,11.09
TheHub-Chair1,2460.81,3.74,-134.98,#2ca02c,0.84,11.09
TheHub-Chair1,2469.77,4.28,-135.08,#2ca02c,0.84,11.09
TheHub-Chair1,2478.77,3.38,-135.18,#2ca02c,0.84,11.09
TheHub-Chair1,2487.81,3.93,-135.28,#2ca02c,0.84,11.09
TheHub-Chair1,2496.87,4.48,-135.37,#2ca02c,0.84,11.09
TheHub-Chair1,2505.97,2.93,-135.46,#2ca02c,0.84,11.09
TheHub-Chair1,2515.1,3.97,-135.55,#2ca02c,0.84,11.09
TheHub-Chair1,2524.27,4.47,-135.63,#2ca02c,0.84,11.09
TheHub-Chair1,2533.47,4.73,-135.71,#2ca02c,0.84,11.09
TheHub-Chair1,2542.7,3.6,-135.79,#2ca02c,0.84,11.09
TheHub-Chair1,2551.97,3.86,-135.86,#2ca02c,0.84,11.09
TheHub-Chair1,2561.27,3.99,-135.93,#2ca02c,0.84,11.09
TheHub-Chair1,2570.6,4.16,-136.0,#2ca02c,0.84,11.09
TheHub-Chair1,2579.97,3.19,-136.06,#2ca02c,0.84,11.09
TheHub-Chair1,2589.37,4.45,-136.12,#2ca02c,0.84,11.09
TheHub-Chair1,2598.81,3.63,-136.18,#2ca02c,0.84,11.09
TheHub-Chair1,2608.28,3.62,-136.23,#2ca02c,0.84,11.09
TheHub-Chair1,2617.78,2.9,-136.28,#2ca02c,0.84,11.09
TheHub-Chair1,2627.32,3.76,-136.32,#2ca02c,0.84,11.09
TheHub-Chair1,2636.9,3.22,-136.36,#2ca02c,0.84,11.09
TheHub-Chair1,2646.51,3.87,-136.4,#2ca02c,0.84,11.09
TheHub-Chair1,2656.15,4.4,-136.44,#2ca02c,0.84,11.09
TheHub-Chair1,2665.83,4.0,-136.47,#2ca02c,0.84,11.09
TheHub-Chair1,2675.55,3.81,-136.5,#2ca02c,0.84,11.09
TheHub-Chair1,2685.3,3.73,-136.52,#2ca02c,0.84,11.09
TheHub-Chair1,2695.08,3.61,-136.54,#2ca02c,0.84,11.09
TheHub-Chair1,2704.9,3.38,-136.56,#2ca02c,0.84,11.09
TheHub-Chair1,2714.76,4.35,-136.57,#2ca02c,0.84,11.09
TheHub-Chair1,2724.65,4.08,-136.58,#2ca02c,0.84,11.09
TheHub-Chair1,2734.58,3.06,-136.59,#2ca02c,0.84,11.09
TheHub-Chair1,2744.55,3.19,-136.59,#2ca02c,0.84,11.09
TheHub-Chair1,2754.55,3.28,-136.6,#2ca02c,0.84,11.09
TheHub-Chair1,2764.59,2.72,-136.59,#2ca02c,0.84,11.09
TheHub-Chair1,2774.66,3.62,-136.59,#2ca02c,0.84,11.09
TheHub-Chair1,2784.77,3.34,-136.58,#2ca02c,0.84,11.09
TheHub-Chair1,2794.92,3.14,-136.56,#2ca02c,0.84,11.09
TheHub-Chair1,2805.11,2.89,-136.55,#2ca02c,0.84,11.09
TheHub-Chair1,2815.33,3.67,-136.53,#2ca02c,0.84,11.09
TheHub-Chair1,2825.59,4.27,-136.51,#2ca02c,0.84,11.09
TheHub-Chair1,2835.89,2.33,-136.48,#2ca02c,0.84,11.09
TheHub-Chair1,2846.22,3.87,-136.45,#2ca02c,0.84,11.09
TheHub-Chair1,2856.59,2.14,-136.42,#2ca02c,0.84,11.09
TheHub-Chair1,2867.0,3.09,-136.39,#2ca02c,0.84,11.09
TheHub-Chair1,2877.45,2.22,-136.35,#2ca02c,0.84,11.09
TheHub-Chair1,2887.94,2.88,-136.31,#2ca02c,0.84,11.09
TheHub-Chair1,2898.46,1.6,-136.27,#2ca02c,0.84,11.09
TheHub-Chair1,2909.02,3.77,-136.22,#2ca02c,0.84,11.09
TheHub-Chair1,2919.62,2.27,-136.17,#2ca02c,0.84,11.09
TheHub-Chair1,2930.26,2.46,-136.12,#2ca02c,0.84,11.09
TheHub-Chair1,2940.94,3.63,-136.07,#2ca02c,0.84,11.09
TheHub-Chair1,2951.66,2.21,-136.01,#2ca02c,0.84,11.09
TheHub-Chair1,2962.42,2.58,-135.96,#2ca02c,0.84,11.09
TheHub-Chair1,2973.21,2.63,-135.89,#2ca02c,0.84,11.09
TheHub-Chair1,2984.05,2.74,-135.83,#2ca02c,0.84,11.09
TheHub-Chair1,2994.92,2.64,-135.77,#2ca02c,0.84,11.09
TheHub-Chair1,3005.84,1.48,-135.7,#2ca02c,0.84,11.09
TheHub-Chair1,3016.79,1.9,-135.63,#2ca02c,0.84,11.09
TheHub-Chair1,3027.78,1.98,-135.56,#2ca02c,0.84,11.09
TheHub-Chair1,3038.82,2.61,-135.48,#2ca02c,0.84,11.09
TheHub-Chair1,3049.89,2.9,-135.41,#2ca02c,0.84,11.09
TheHub-Chair1,3061.01,1.58,-135.33,#2ca02c,0.84,11.09
TheHub-Chair1,3072.16,1.59,-135.25,#2ca02c,0.84,11.09
TheHub-Chair1,3083.36,1.85,-135.17,#2ca02c,0.84,11.09
TheHub-Chair1,3094.59,1.45,-135.09,#2ca02c,0.84,11.09
TheHub-Chair1,3105.87,1.92,-135.01,#2ca02c,0.84,11.09
TheHub-Chair1,3117.19,1.68,-134.93,#2ca02c,0.84,11.09
TheHub-Chair1,3128.55,1.01,-134.84,#2ca02c,0.84,11.09
TheHub-Chair1,3139.95,0.87,-134.76,#2ca02c,0.84,11.09
TheHub-Chair1,3151.39,1.94,-134.67,#2ca02c,0.84,11.09
TheHub-Chair1,3162.88,1.95,-134.58,#2ca02c,0.84,11.09
TheHub-Chair1,3174.4,2.84,-134.49,#2ca02c,0.84,11.09
TheHub-Chair1,3185.97,1.53,-134.41,#2ca02c,0.84,11.09
TheHub-Chair1,3197.58,1.58,-134.32,#2ca02c,0.84,11.09
TheHub-Chair1,3209.23,1.2,-134.23,#2ca02c,0.84,11.09
TheHub-Chair1,3220.93,1.22,-134.14,#2ca02c,0.84,11.09
TheHub-Chair1,3232.67,0.89,-134.05,#2ca02c,0.84,11.09
TheHub-Chair1,3244.45,0.76,-133.96,#2ca02c,0.84,11.09
TheHub-Chair1,3256.27,1.97,-133.87,#2ca02c,0.84,11.09
TheHub-Chair1,3268.14,0.75,-133.78,#2ca02c,0.84,11.09
TheHub-Chair1,3280.05,1.56,-133.7,#2ca02c,0.84,11.09
TheHub-Chair1,3292.0,1.72,-133.61,#2ca02c,0.84,11.09
TheHub-Chair1,3304.0,0.45,-133.52,#2ca02c,0.84,11.09
TheHub-Chair1,3316.04,1.19,-133.44,#2ca02c,0.84,11.09
TheHub-Chair1,3328.12,0.76,-133.35,#2ca02c,0.84,11.09
TheHub-Chair1,3340.25,1.88,-133.27,#2ca02c,0.84,11.09
TheHub-Chair1,3352.42,1.32,-133.19,#2ca02c,0.84,11.09
TheHub-Chair1,3364.64,1.4,-133.11,#2ca02c,0.84,11.09
TheHub-Chair1,3376.9,0.71,-133.03,#2ca02c,0.84,11.09
TheHub-Chair1,3389.21,0.89,-132.96,#2ca02c,0.84,11.09
TheHub-Chair1,3401.56,1.45,-132.88,#2ca02c,0.84,11.09
TheHub-Chair1,3413.95,1.13,-132.81,#2ca02c,0.84,11.09
TheHub-Chair1,3426.39,1.76,-132.74,#2ca02c,0.84,11.09
TheHub-Chair1,3438.88,1.28,-132.68,#2ca02c,0.84,11.09
TheHub-Chair1,3451.41,0.91,-132.61,#2ca02c,0.84,11.09
TheHub-Chair1,3463.99,1.82,-132.55,#2ca02c,0.84,11.09
TheHub-Chair1,3476.61,1.17,-132.49,#2ca02c,0.84,11.09
TheHub-Chair1,3489.28,0.77,-132.44,#2ca02c,0.84,11.09
TheHub-Chair1,3502.0,1.2,-132.39,#2ca02c,0.84,11.09
TheHub-Chair1,3514.76,1.1,-132.34,#2ca02c,0.84,11.09
TheHub-Chair1,3527.57,1.87,-132.3,#2ca02c,0.84,11.09
TheHub-Chair1,3540.42,1.76,-132.26,#2ca02c,0.84,11.09
TheHub-Chair1,3553.33,1.92,-132.22,#2ca02c,0.84,11.09
TheHub-Chair1,3566.28,1.51,-132.19,#2ca02c,0.84,11.09
TheHub-Chair1,3579.27,0.97,-132.16,#2ca02c,0.84,11.09
TheHub-Chair1,3592.31,1.67,-132.14,#2ca02c,0.84,11.09
TheHub-Chair1,3605.41,0.62,-132.12,#2ca02c,0.84,11.09
TheHub-Chair1,3618.54,1.01,-132.11,#2ca02c,0.84,11.09
TheHub-Chair1,3631.73,0.99,-132.1,#2ca02c,0.84,11.09
TheHub-Chair1,3644.97,0.38,-132.1,#2ca02c,0.84,11.09
TheHub-Chair1,3658.25,1.73,-132.1,#2ca02c,0.84,11.09
TheHub-Chair1,3671.58,1.43,-132.11,#2ca02c,0.84,11.09
TheHub-Chair1,3684.96,2.23,-132.13,#2ca02c,0.84,11.09
TheHub-Chair1,3698.39,1.37,-132.15,#2ca02c,0.84,11.09
TheHub-Chair1,3711.87,1.34,-132.17,#2ca02c,0.84,11.09
TheHub-Chair1,3725.39,1.42,-132.21,#2ca02c,0.84,11.09
TheHub-Chair1,3738.97,0.91,-132.25,#2ca02c,0.84,11.09
TheHub-Chair1,3752.6,1.13,-132.29,#2ca02c,0.84,11.09
TheHub-Chair1,3766.27,1.59,-132.34,#2ca02c,0.84,11.09
TheHub-Chair1,3780.0,1.28,-132.4,#2ca02c,0.84,11.09
TheHub-Chair1,3793.77,0.98,-132.47,#2ca02c,0.84,11.09
TheHub-Chair1,3807.6,1.26,-132.54,#2ca02c,0.84,11.09
TheHub-Chair1,3821.47,1.84,-132.62,#2ca02c,0.84,11.09
TheHub-Chair1,3835.4,2.02,-132.71,#2ca02c,0.84,11.09
TheHub-Chair1,3849.37,1.08,-132.81,#2ca02c,0.84,11.09
TheHub-Chair1,3863.4,0.69,-132.91,#2ca02c,0.84,11.09
TheHub-Chair1,3877.48,1.57,-133.02,#2ca02c,0.84,11.09
TheHub-Chair1,3891.61,1.34,-133.14,#2ca02c,0.84,11.09
TheHub-Chair1,3905.79,1.23,-133.26,#2ca02c,0.84,11.09
TheHub-Chair1,3920.03,1.71,-133.4,#2ca02c,0.84,11.09
TheHub-Chair1,3934.31,1.05,-133.54,#2ca02c,0.84,11.09
TheHub-Chair1,3948.65,1.5,-133.69,#2ca02c,0.84,11.09
TheHub-Chair1,3963.04,0.97,-133.85,#2ca02c,0.84,11.09
TheHub-Chair1,3977.48,0.73,-134.02,#2ca02c,0.84,11.09
TheHub-Chair1,3991.98,0.98,-134.19,#2ca02c,0.84,11.09
TheHub-Chair1,4006.52,1.14,-134.38,#2ca02c,0.84,11.09
TheHub-Chair1,4021.12,1.91,-134.57,#2ca02c,0.84,11.09
TheHub-Chair1,4035.78,1.44,-134.77,#2ca02c,0.84,11.09
TheHub-Chair1,4050.49,2.27,-134.98,#2ca02c,0.84,11.09
TheHub-Chair1,4065.25,2.15,-135.2,#2ca02c,0.84,11.09
TheHub-Chair1,4080.06,1.04,-135.42,#2ca02c,0.84,11.09
TheHub-Chair1,4094.93,1.59,-135.66,#2ca02c,0.84,11.09
TheHub-Chair1,4109.85,1.63,-135.91,#2ca02c,0.84,11.09
TheHub-Chair1,4124.83,1.43,-136.16,#2ca02c,0.84,11.09
TheHub-Chair1,4139.86,1.18,-136.42,#2ca02c,0.84,11.09
TheHub-Chair1,4154.95,0.71,-136.69,#2ca02c,0.84,11.09
TheHub-Chair1,4170.09,2.43,-136.97,#2ca02c,0.84,11.09
TheHub-Chair1,4185.29,2.27,-137.26,#2ca02c,0.84,11.09
TheHub-Chair1,4200.54,0.88,-137.56,#2ca02c,0.84,11.09
TheHub-Chair1,4215.85,1.11,-137.86,#2ca02c,0.84,11.09
TheHub-Chair1,4231.21,1.51,-138.18,#2ca02c,0.84,11.09
TheHub-Chair1,4246.63,2.09,-138.5,#2ca02c,0.84,11.09
TheHub-Chair1,4262.1,1.43,-138.83,#2ca02c,0.84,11.09
TheHub-Chair1,4277.64,1.17,-139.17,#2ca02c,0.84,11.09
TheHub-Chair1,4293.22,1.23,-139.52,#2ca02c,0.84,11.09
TheHub-Chair1,4308.87,1.66,-139.87,#2ca02c,0.84,11.09
TheHub-Chair1,4324.57,1.85,-140.23,#2ca02c,0.84,11.09
TheHub-Chair1,4340.33,1.78,-140.6,#2ca02c,0.84,11.09
TheHub-Chair1,4356.15,1.98,-140.98,#2ca02c,0.84,11.09
TheHub-Chair1,4372.02,1.49,-141.37,#2ca02c,0.84,11.09
TheHub-Chair1,4387.96,0.8,-141.76,#2ca02c,0.84,11.09
TheHub-Chair1,4403.95,1.57,-142.16,#2ca02c,0.84,11.09
TheHub-Chair1,4420.0,1.83,-142.57,#2ca02c,0.84,11.09
TheHub-Chair1,4436.1,2.9,-142.98,#2ca02c,0.84,11.09
TheHub-Chair1,4452.27,2.61,-143.4,#2ca02c,0.84,11.09
TheHub-Chair1,4468.49,2.25,-143.83,#2ca02c,0.84,11.09
TheHub-Chair1,4484.78,1.59,-144.26,#2ca02c,0.84,11.09
TheHub-Chair1,4501.12,2.18,-144.7,#2ca02c,0.84,11.09
TheHub-Chair1,4517.52,2.22,-145.14,#2ca02c,0.84,11.09
TheHub-Chair1,4533.99,1.6,-145.59,#2ca02c,0.84,11.09
TheHub-Chair1,4550.51,2.58,-146.04,#2ca02c,0.84,11.09
TheHub-Chair1,4567.09,2.57,-146.5,#2ca02c,0.84,11.09
TheHub-Chair1,4583.74,1.44,-146.96,#2ca02c,0.84,11.09
TheHub-Chair1,4600.44,2.31,-147.43,#2ca02c,0.84,11.09
TheHub-Chair1,4617.2,2.27,-147.9,#2ca02c,0.84,11.09
TheHub-Chair1,4634.03,2.95,-148.38,#2ca02c,0.84,11.09
TheHub-Chair1,4650.92,1.55,-148.85,#2ca02c,0.84,11.09
TheHub-Chair1,4667.87,1.94,-149.33,#2ca02c,0.84,11.09
TheHub-Chair1,4684.88,1.84,-149.81,#2ca02c,0.84,11.09
TheHub-Chair1,4701.95,2.28,-150.3,#2ca02c,0.84,11.09
TheHub-Chair1,4719.08,2.69,-150.78,#2ca02c,0.84,11.09
TheHub-Chair1,4736.28,1.71,-151.27,#2ca02c,0.84,11.09
TheHub-Chair1,4753.54,2.93,-151.75,#2ca02c,0.84,11.09
TheHub-Chair1,4770.87,2.47,-152.24,#2ca02c,0.84,11.09
TheHub-Chair1,4788.25,2.92,-152.73,#2ca02c,0.84,11.09
TheHub-Chair1,4805.7,2.35,-153.21,#2ca02c,0.84,11.09
TheHub-Chair1,4823.21,2.41,-153.7,#2ca02c,0.84,11.09
TheHub-Chair1,4840.79,2.61,-154.18,#2ca02c,0.84,11.09
TheHub-Chair1,4858.43,3.59,-154.66,#2ca02c,0.84,11.09
TheHub-Chair1,4876.14,2.72,-155.14,#2ca02c,0.84,11.09
TheHub-Chair1,4893.91,2.11,-155.62,#2ca02c,0.84,11.09
TheHub-Chair1,4911.74,3.03,-156.09,#2ca02c,0.84,11.09
TheHub-Chair1,4929.64,3.11,-156.56,#2ca02c,0.84,11.09
TheHub-Chair1,4947.6,2.98,-157.03,#2ca02c,0.84,11.09
TheHub-Chair1,4965.63,2.04,-157.49,#2ca02c,0.84,11.09
TheHub-Chair1,4983.73,3.38,-157.94,#2ca02c,0.84,11.09
TheHub-Chair1,5001.89,2.98,-158.39,#2ca02c,0.84,11.09
TheHub-Chair1,5020.12,3.64,-158.84,#2ca02c,0.84,11.09
TheHub-Chair1,5038.41,3.01,-159.27,#2ca02c,0.84,11.09
TheHub-Chair1,5056.77,2.73,-159.7,#2ca02c,0.84,11.09
TheHub-Chair1,5075.2,2.99,-160.13,#2ca02c,0.84,11.09
TheHub-Chair1,5093.7,2.61,-160.54,#2ca02c,0.84,11.09
TheHub-Chair1,5112.26,3.24,-160.95,#2ca02c,0.84,11.09
TheHub-Chair1,5130.89,2.57,-161.34,#2ca02c,0.84,11.09
TheHub-Chair1,5149.59,2.65,-161.73,#2ca02c,0.84,11.09
TheHub-Chair1,5168.35,3.42,-162.11,#2ca02c,0.84,11.09
TheHub-Chair1,5187.19,2.85,-162.48,#2ca02c,0.84,11.09
TheHub-Chair1,5206.09,2.12,-162.83,#2ca02c,0.84,11.09
TheHub-Chair1,5225.06,2.6,-163.18,#2ca02c,0.84,11.09
TheHub-Chair1,5244.11,3.07,-163.51,#2ca02c,0.84,11.09
TheHub-Chair1,5263.22,3.42,-163.83,#2ca02c,0.84,11.09
TheHub-Chair1,5282.4,2.85,-164.14,#2ca02c,0.84,11.09
TheHub-Chair1,5301.65,2.76,-164.44,#2ca02c,0.84,11.09
TheHub-Chair1,5320.97,2.71,-164.72,#2ca02c,0.84,11.09
TheHub-Chair1,5340.36,2.35,-164.99,#2ca02c,0.84,11.09
TheHub-Chair1,5359.82,3.22,-165.25,#2ca02c,0.84,11.09
TheHub-Chair1,5379.35,2.97,-165.49,#2ca02c,0.84,11.09
TheHub-Chair1,5398.95,2.64,-165.71,#2ca02c,0.84,11.09
TheHub-Chair1,5418.63,2.38,-165.92,#2ca02c,0.84,11.09
TheHub-Chair1,5438.38,2.3,-166.12,#2ca02c,0.84,11.09
TheHub-Chair1,5458.19,2.65,-166.3,#2ca02c,0.84,11.09
TheHub-Chair1,5478.08,2.08,-166.47,#2ca02c,0.84,11.09
TheHub-Chair1,5498.05,3.85,-166.62,#2ca02c,0.84,11.09
TheHub-Chair1,5518.08,2.69,-166.75,#2ca02c,0.84,11.09
TheHub-Chair1,5538.19,2.64,-166.87,#2ca02c,0.84,11.09
TheHub-Chair1,5558.38,2.23,-166.97,#2ca02c,0.84,11.09
TheHub-Chair1,5578.63,3.03,-167.06,#2ca02c,0.84,11.09
TheHub-Chair1,5598.96,3.11,-167.13,#2ca02c,0.84,11.09
TheHub-Chair1,5619.36,3.13,-167.18,#2ca02c,0.84,11.09
TheHub-Chair1,5639.84,2.61,-167.21,#2ca02c,0.84,11.09
TheHub-Chair1,5660.4,3.1,-167.23,#2ca02c,0.84,11.09
TheHub-Chair1,5681.02,2.28,-167.23,#2ca02c,0.84,11.09
TheHub-Chair1,5701.73,3.36,-167.22,#2ca02c,0.84,11.09
TheHub-Chair1,5722.5,3.09,-167.19,#2ca02c,0.84,11.09
TheHub-Chair1,5743.36,2.44,-167.14,#2ca02c,0.84,11.09
TheHub-Chair1,5764.29,3.22,-167.08,#2ca02c,0.84,11.09
TheHub-Chair1,5785.29,2.54,-167.0,#2ca02c,0.84,11.09
TheHub-Chair1,5806.38,2.6,-166.91,#2ca02c,0.84,11.09
